seq_label,img_name,confidence,class,x_min,y_min,x_max,y_max
person-8,00000001.jpg,1,person,101.0,173.0,213.0,490.0
person-8,00000002.jpg,1,person,99.05,172.98,213.45,483.51
person-8,00000003.jpg,1,person,99.3,171.87,213.15,481.73
person-8,00000004.jpg,1,person,100.34,170.71,212.6,481.24
person-8,00000005.jpg,1,person,102.83,170.34,213.23,482.18
person-8,00000006.jpg,1,person,102.57,170.17,214.02,481.11
person-8,00000007.jpg,1,person,103.71,168.76,214.49,480.04
person-8,00000008.jpg,1,person,104.19,168.58,215.28,479.61
person-8,00000009.jpg,1,person,105.25,168.91,216.06,480.13
person-8,00000010.jpg,1,person,106.85,167.74,215.74,479.73
person-8,00000011.jpg,1,person,109.87,168.9,219.17,479.61
person-8,00000012.jpg,1,person,109.54,168.21,220.17,478.37
person-8,00000013.jpg,1,person,112.44,167.56,220.63,479.64
person-8,00000014.jpg,1,person,109.61,167.85,220.41,478.54
person-8,00000015.jpg,1,person,112.4,168.0,219.79,478.92
person-8,00000016.jpg,1,person,114.23,168.64,219.52,480.03
person-8,00000017.jpg,1,person,116.35,168.91,221.86,481.03
person-8,00000018.jpg,1,person,117.6,170.92,222.53,480.87
person-8,00000019.jpg,1,person,116.88,169.99,222.8,481.51
person-8,00000020.jpg,1,person,118.74,170.73,225.93,480.11
person-8,00000021.jpg,1,person,120.82,170.47,224.7,481.72
person-8,00000022.jpg,1,person,121.22,169.55,228.54,481.42
person-8,00000023.jpg,1,person,120.55,170.17,228.85,481.17
person-8,00000024.jpg,1,person,120.33,170.16,228.46,480.69
person-8,00000025.jpg,1,person,121.59,170.52,228.61,481.44
person-8,00000026.jpg,1,person,122.25,170.55,229.09,482.36
person-8,00000027.jpg,1,person,123.48,170.88,230.02,480.95
person-8,00000028.jpg,1,person,122.97,169.19,229.18,479.78
person-8,00000029.jpg,1,person,123.09,169.02,230.19,478.58
person-8,00000030.jpg,1,person,125.07,170.05,228.76,479.93
person-8,00000031.jpg,1,person,126.12,169.4,230.22,479.54
person-8,00000032.jpg,1,person,126.74,169.7,231.59,479.43
person-8,00000033.jpg,1,person,124.27,167.92,232.17,478.09
person-8,00000034.jpg,1,person,123.45,166.07,230.77,475.34
person-8,00000035.jpg,1,person,123.32,164.54,229.69,475.32
person-8,00000036.jpg,1,person,123.11,163.01,229.74,472.77
person-8,00000037.jpg,1,person,125.09,161.01,232.44,469.72
person-8,00000038.jpg,1,person,126.21,158.5,233.45,467.98
person-8,00000039.jpg,1,person,127.52,156.55,234.14,465.51
person-8,00000040.jpg,1,person,128.11,154.09,234.1,464.32
person-8,00000041.jpg,1,person,129.33,152.35,236.13,461.83
person-8,00000042.jpg,1,person,130.86,149.38,236.11,461.77
person-8,00000043.jpg,1,person,130.16,148.31,236.15,458.98
person-8,00000044.jpg,1,person,128.42,146.97,235.31,457.77
person-8,00000045.jpg,1,person,130.5,145.29,235.45,454.91
person-8,00000046.jpg,1,person,128.45,145.12,236.36,454.95
person-8,00000047.jpg,1,person,128.16,142.93,236.65,452.81
person-8,00000048.jpg,1,person,131.41,143.48,238.44,451.46
person-8,00000049.jpg,1,person,129.92,141.17,238.52,450.91
person-8,00000050.jpg,1,person,131.69,141.5,239.06,449.93
person-8,00000051.jpg,1,person,129.77,140.34,238.85,448.7
person-8,00000052.jpg,1,person,129.53,139.07,238.38,447.88
person-8,00000053.jpg,1,person,129.27,138.38,236.86,446.56
person-8,00000054.jpg,1,person,125.86,138.06,235.3,446.16
person-8,00000055.jpg,1,person,130.54,136.95,233.89,445.66
person-8,00000056.jpg,1,person,126.09,137.11,234.2,447.79
person-8,00000057.jpg,1,person,130.57,136.85,234.06,447.21
person-8,00000058.jpg,1,person,127.36,137.31,233.92,447.51
person-8,00000059.jpg,1,person,130.69,138.56,235.56,447.79
person-8,00000060.jpg,1,person,128.08,137.18,235.84,446.87
person-8,00000061.jpg,1,person,128.37,138.07,235.05,446.62
person-8,00000062.jpg,1,person,128.27,139.03,233.6,448.38
person-8,00000063.jpg,1,person,128.98,136.76,236.7,448.3
person-8,00000064.jpg,1,person,131.78,136.04,236.21,447.36
person-8,00000065.jpg,1,person,132.18,136.65,235.58,448.63
person-8,00000066.jpg,1,person,129.78,138.13,236.81,446.66
person-8,00000067.jpg,1,person,134.09,138.79,237.84,449.06
person-8,00000068.jpg,1,person,133.69,137.37,241.21,448.17
