seq_label,img_name,confidence,class,x_min,y_min,x_max,y_max
person-7,00000001.jpg,1,person,557.0,330.0,640.0,532.0
person-7,00000002.jpg,1,person,549.34,330.23,632.22,530.59
person-7,00000003.jpg,1,person,549.72,329.1,657.1,527.34
person-7,00000004.jpg,1,person,549.38,326.86,675.45,526.08
person-7,00000005.jpg,1,person,544.07,328.37,674.16,509.13
person-7,00000006.jpg,1,person,523.56,324.3,682.3,506.13
person-7,00000007.jpg,1,person,512.97,319.97,664.32,511.02
person-7,00000008.jpg,1,person,511.9,320.92,641.38,518.17
person-7,00000009.jpg,1,person,523.41,319.26,609.61,520.02
person-7,00000010.jpg,1,person,522.55,316.26,591.23,517.77
person-7,00000011.jpg,1,person,501.78,313.16,591.05,512.03
person-7,00000012.jpg,1,person,482.56,308.16,599.49,505.46
person-7,00000013.jpg,1,person,469.6,302.41,607.53,488.8
person-7,00000014.jpg,1,person,457.87,297.02,601.47,480.57
person-7,00000015.jpg,1,person,443.38,293.27,598.33,483.78
person-7,00000016.jpg,1,person,446.78,290.15,583.96,483.75
person-7,00000017.jpg,1,person,460.45,285.98,565.03,485.93
person-7,00000018.jpg,1,person,471.64,282.55,554.21,481.35
person-7,00000019.jpg,1,person,459.02,279.5,546.07,475.58
person-7,00000020.jpg,1,person,457.37,274.23,567.66,467.59
person-7,00000021.jpg,1,person,453.42,269.67,580.15,459.98
person-7,00000022.jpg,1,person,450.77,267.65,587.13,446.19
person-7,00000023.jpg,1,person,438.21,261.69,592.01,446.19
person-7,00000024.jpg,1,person,440.73,258.85,578.45,451.17
person-7,00000025.jpg,1,person,456.39,256.03,566.89,456.81
person-7,00000026.jpg,1,person,477.96,259.68,551.88,460.22
person-7,00000027.jpg,1,person,471.96,265.97,542.64,462.91
person-7,00000028.jpg,1,person,465.04,268.63,567.17,463.7
person-7,00000029.jpg,1,person,457.56,272.35,584.07,466.99
person-7,00000030.jpg,1,person,461.09,279.11,601.67,453.44
person-7,00000031.jpg,1,person,462.47,280.78,610.93,464.52
person-7,00000032.jpg,1,person,460.01,286.01,609.74,477.15
person-7,00000033.jpg,1,person,476.62,296.92,602.37,492.25
person-7,00000034.jpg,1,person,494.24,306.48,590.9,507.91
person-7,00000035.jpg,1,person,496.66,322.71,577.63,520.24
person-7,00000036.jpg,1,person,497.37,334.88,598.55,527.16
person-7,00000037.jpg,1,person,494.45,342.61,614.25,532.42
person-7,00000038.jpg,1,person,506.25,340.78,630.74,517.8
person-7,00000039.jpg,1,person,497.48,337.81,645.3,516.25
person-7,00000040.jpg,1,person,497.19,336.12,641.36,522.68
person-7,00000041.jpg,1,person,513.34,337.66,635.39,527.93
person-7,00000042.jpg,1,person,533.22,335.67,620.73,534.71
person-7,00000043.jpg,1,person,546.09,340.51,609.12,536.48
person-7,00000044.jpg,1,person,538.03,343.04,627.84,536.6
person-7,00000045.jpg,1,person,530.79,340.25,648.11,535.23
person-7,00000046.jpg,1,person,534.57,340.04,665.35,520.58
person-7,00000047.jpg,1,person,529.21,338.43,676.33,513.0
person-7,00000048.jpg,1,person,522.85,337.16,675.57,519.35
person-7,00000049.jpg,1,person,527.63,336.34,663.56,526.55
person-7,00000050.jpg,1,person,543.38,338.66,645.92,534.11
person-7,00000051.jpg,1,person,536.24,343.68,623.58,535.9
person-7,00000052.jpg,1,person,524.06,344.48,607.46,535.74
person-7,00000053.jpg,1,person,515.92,344.47,622.38,534.58
person-7,00000054.jpg,1,person,511.02,342.5,627.6,528.17
person-7,00000055.jpg,1,person,499.71,336.77,635.24,512.51
person-7,00000056.jpg,1,person,485.98,337.46,636.55,515.5
person-7,00000057.jpg,1,person,485.66,335.64,622.94,523.79
person-7,00000058.jpg,1,person,501.49,335.36,604.27,531.44
person-7,00000059.jpg,1,person,516.68,336.48,583.25,531.95
person-7,00000060.jpg,1,person,508.75,342.57,582.14,533.59
person-7,00000061.jpg,1,person,506.88,343.71,606.99,535.38
person-7,00000062.jpg,1,person,500.28,345.92,623.86,535.0
person-7,00000063.jpg,1,person,505.63,346.62,638.85,517.73
person-7,00000064.jpg,1,person,499.53,346.47,643.91,525.17
person-7,00000065.jpg,1,person,497.65,349.19,637.91,535.26
person-7,00000066.jpg,1,person,509.69,353.99,623.71,546.31
person-7,00000067.jpg,1,person,524.63,362.87,609.34,554.92
person-7,00000068.jpg,1,person,523.2,370.26,605.97,559.48
person-7,00000069.jpg,1,person,528.4,370.79,626.03,559.89
person-7,00000070.jpg,1,person,529.14,369.9,639.51,556.48
person-7,00000071.jpg,1,person,514.93,370.25,655.44,541.31
person-7,00000072.jpg,1,person,518.86,366.26,663.82,543.41
person-7,00000073.jpg,1,person,522.83,366.02,661.56,549.68
person-7,00000074.jpg,1,person,538.66,367.33,651.06,558.02
person-7,00000075.jpg,1,person,564.15,369.27,640.63,565.15
person-7,00000076.jpg,1,person,568.19,375.55,631.1,565.34
person-7,00000077.jpg,1,person,561.48,377.38,652.51,563.92
person-7,00000078.jpg,1,person,555.77,377.89,669.3,566.31
person-7,00000079.jpg,1,person,562.55,380.52,686.27,552.72
person-7,00000080.jpg,1,person,538.47,381.45,694.34,552.15
person-7,00000081.jpg,1,person,544.13,379.46,691.52,562.67
person-7,00000082.jpg,1,person,557.01,381.16,676.72,570.83
person-7,00000083.jpg,1,person,568.62,387.02,653.58,575.41
person-7,00000084.jpg,1,person,551.35,388.42,632.1,575.21
person-7,00000085.jpg,1,person,540.71,388.32,628.69,573.74
person-7,00000086.jpg,1,person,527.47,385.08,628.58,573.71
person-7,00000087.jpg,1,person,512.75,382.22,623.97,559.62
person-7,00000088.jpg,1,person,480.38,381.93,626.03,555.6
person-7,00000089.jpg,1,person,478.18,384.96,608.51,558.43
person-7,00000090.jpg,1,person,474.86,382.32,592.66,563.71
person-7,00000091.jpg,1,person,484.66,378.74,570.11,567.97
person-7,00000092.jpg,1,person,482.2,380.58,558.3,565.77
person-7,00000093.jpg,1,person,473.53,375.38,558.36,562.31
person-7,00000094.jpg,1,person,473.81,374.16,576.98,560.5
person-7,00000095.jpg,1,person,477.38,365.96,591.93,547.81
