seq_label,img_name,confidence,class,x_min,y_min,x_max,y_max
person-3,00000001.jpg,1,person,271.0,241.0,332.0,444.0
person-3,00000002.jpg,1,person,272.25,236.69,332.13,444.19
person-3,00000003.jpg,1,person,273.12,237.43,333.08,444.76
person-3,00000004.jpg,1,person,274.45,236.66,333.83,445.24
person-3,00000005.jpg,1,person,275.78,237.51,334.87,446.46
person-3,00000006.jpg,1,person,277.01,238.13,335.32,446.77
person-3,00000007.jpg,1,person,278.21,238.44,336.38,447.57
person-3,00000008.jpg,1,person,279.49,238.14,336.77,447.47
person-3,00000009.jpg,1,person,279.84,239.91,336.22,447.92
person-3,00000010.jpg,1,person,280.18,240.22,335.93,449.49
person-3,00000011.jpg,1,person,282.67,241.21,337.98,448.56
person-3,00000012.jpg,1,person,284.65,241.76,337.89,449.96
person-3,00000013.jpg,1,person,286.47,242.92,340.12,449.15
person-3,00000014.jpg,1,person,288.77,243.59,342.73,450.05
person-3,00000015.jpg,1,person,290.63,244.77,343.63,448.54
person-3,00000016.jpg,1,person,290.57,246.65,343.25,446.98
person-3,00000017.jpg,1,person,292.2,247.93,344.94,446.64
person-3,00000018.jpg,1,person,293.6,248.23,345.38,446.75
person-3,00000019.jpg,1,person,293.88,248.36,350.58,447.26
person-3,00000020.jpg,1,person,294.42,248.66,347.34,446.87
person-3,00000021.jpg,1,person,294.36,248.59,347.02,446.58
person-3,00000022.jpg,1,person,294.57,248.52,346.46,445.04
person-3,00000023.jpg,1,person,294.39,248.73,345.59,445.06
person-3,00000024.jpg,1,person,294.33,249.08,347.09,446.86
person-3,00000025.jpg,1,person,293.99,248.3,346.73,445.82
person-3,00000026.jpg,1,person,293.89,246.86,345.78,445.65
person-3,00000027.jpg,1,person,293.3,246.29,347.01,445.1
person-3,00000028.jpg,1,person,292.87,245.56,347.6,447.37
person-3,00000029.jpg,1,person,292.16,244.36,347.53,446.38
person-3,00000030.jpg,1,person,292.89,243.25,347.57,445.38
person-3,00000031.jpg,1,person,290.91,244.19,345.01,444.85
person-3,00000032.jpg,1,person,289.71,242.41,345.49,442.28
person-3,00000033.jpg,1,person,288.76,242.47,344.49,444.31
person-3,00000034.jpg,1,person,289.14,242.04,345.72,445.4
person-3,00000035.jpg,1,person,288.27,241.6,345.54,445.97
person-3,00000036.jpg,1,person,285.43,241.4,343.69,445.35
person-3,00000037.jpg,1,person,282.15,242.36,345.23,446.86
person-3,00000038.jpg,1,person,283.78,240.77,344.1,444.92
person-3,00000039.jpg,1,person,281.63,241.64,343.35,445.05
person-3,00000040.jpg,1,person,282.65,240.93,342.83,445.65
person-3,00000041.jpg,1,person,281.52,239.42,341.83,444.87
person-3,00000042.jpg,1,person,280.43,238.71,339.44,445.98
person-3,00000043.jpg,1,person,279.67,237.49,339.39,446.26
person-3,00000044.jpg,1,person,278.59,237.29,336.37,446.18
person-3,00000045.jpg,1,person,276.65,236.28,336.42,446.82
person-3,00000046.jpg,1,person,275.46,235.78,336.11,446.83
person-3,00000047.jpg,1,person,274.05,235.72,333.41,446.77
person-3,00000048.jpg,1,person,273.28,236.3,332.5,445.75
person-3,00000049.jpg,1,person,273.01,236.33,331.13,445.66
person-3,00000050.jpg,1,person,272.57,236.57,331.34,445.78
person-3,00000051.jpg,1,person,272.7,237.07,331.53,445.56
person-3,00000052.jpg,1,person,272.83,236.01,330.78,445.16
person-3,00000053.jpg,1,person,272.81,235.74,329.48,444.54
person-3,00000054.jpg,1,person,272.32,236.0,328.04,445.09
person-3,00000055.jpg,1,person,272.78,235.83,327.03,445.6
person-3,00000056.jpg,1,person,272.58,236.15,325.85,445.48
person-3,00000057.jpg,1,person,272.65,236.51,325.87,445.96
person-3,00000058.jpg,1,person,272.79,236.19,326.73,445.29
person-3,00000059.jpg,1,person,273.2,236.4,327.21,445.36
person-3,00000060.jpg,1,person,274.11,237.37,329.15,445.41
person-3,00000061.jpg,1,person,273.47,238.26,330.18,445.58
person-3,00000062.jpg,1,person,274.37,238.02,331.73,444.69
person-3,00000063.jpg,1,person,274.58,239.47,333.12,445.61
person-3,00000064.jpg,1,person,275.62,237.68,333.46,444.65
person-3,00000065.jpg,1,person,275.65,238.77,332.99,445.99
person-3,00000066.jpg,1,person,277.39,238.94,333.53,446.56
person-3,00000067.jpg,1,person,279.13,238.84,334.53,447.43
person-3,00000068.jpg,1,person,279.19,240.35,333.88,448.21
person-3,00000069.jpg,1,person,279.08,240.35,335.16,448.84
person-3,00000070.jpg,1,person,279.36,240.55,338.93,448.99
person-3,00000071.jpg,1,person,282.9,240.19,340.97,449.08
person-3,00000072.jpg,1,person,284.89,241.26,341.08,449.37
person-3,00000073.jpg,1,person,285.64,242.24,341.64,449.35
person-3,00000074.jpg,1,person,286.68,240.96,341.91,448.47
person-3,00000075.jpg,1,person,288.18,241.94,346.03,449.81
person-3,00000076.jpg,1,person,289.12,238.54,350.23,450.16
person-3,00000077.jpg,1,person,289.38,238.08,353.96,450.34
person-3,00000078.jpg,1,person,290.48,237.79,354.54,450.5
person-3,00000079.jpg,1,person,292.07,237.98,357.83,450.15
person-3,00000080.jpg,1,person,293.75,237.61,358.61,449.3
person-3,00000081.jpg,1,person,294.74,238.38,358.98,449.21
person-3,00000082.jpg,1,person,296.99,239.26,361.56,448.52
person-3,00000083.jpg,1,person,298.36,239.28,360.01,445.06
person-3,00000084.jpg,1,person,298.31,239.17,362.09,445.25
person-3,00000085.jpg,1,person,300.38,237.43,363.52,440.46
person-3,00000086.jpg,1,person,304.59,238.37,367.36,436.93
person-3,00000087.jpg,1,person,306.4,238.27,367.24,434.73
person-3,00000088.jpg,1,person,308.17,238.73,369.63,440.36
person-3,00000089.jpg,1,person,306.73,239.08,373.51,438.63
person-3,00000090.jpg,1,person,306.92,237.24,374.46,438.7
person-3,00000091.jpg,1,person,307.55,237.26,383.1,439.53
person-3,00000092.jpg,1,person,303.3,239.01,381.5,437.76
person-3,00000093.jpg,1,person,305.84,239.02,391.82,437.08
person-3,00000094.jpg,1,person,308.57,237.68,389.96,436.39
person-3,00000095.jpg,1,person,307.33,238.4,393.49,435.41
person-3,00000096.jpg,1,person,308.51,239.32,392.27,436.86
person-3,00000097.jpg,1,person,310.55,239.43,398.06,436.59
person-3,00000098.jpg,1,person,312.13,239.98,398.45,436.87
person-3,00000099.jpg,1,person,311.93,240.44,405.42,436.95
person-3,00000100.jpg,1,person,313.68,241.0,404.94,437.51
person-3,00000101.jpg,1,person,313.78,240.97,411.29,437.18
person-3,00000102.jpg,1,person,328.0,243.0,412.0,443.0
person-3,00000103.jpg,1,person,324.69,244.06,411.96,438.24
person-3,00000104.jpg,1,person,323.73,245.7,413.85,436.51
person-3,00000105.jpg,1,person,322.62,245.48,417.04,436.22
person-3,00000106.jpg,1,person,324.34,246.08,417.2,437.3
person-3,00000107.jpg,1,person,324.92,246.1,419.43,437.39
person-3,00000108.jpg,1,person,323.73,246.41,420.18,439.72
person-3,00000109.jpg,1,person,323.72,246.98,424.34,438.89
person-3,00000110.jpg,1,person,327.41,246.03,433.92,440.08
person-3,00000111.jpg,1,person,339.45,244.0,443.72,436.66
person-3,00000112.jpg,1,person,340.28,246.27,445.5,440.43
person-3,00000113.jpg,1,person,340.97,248.01,448.08,440.25
person-3,00000114.jpg,1,person,341.19,245.04,447.19,437.94
person-3,00000115.jpg,1,person,343.63,248.33,450.87,441.7
person-3,00000116.jpg,1,person,340.79,247.01,445.37,438.89
person-3,00000117.jpg,1,person,343.17,247.81,450.74,440.67
person-3,00000118.jpg,1,person,340.18,246.99,449.97,439.37
person-3,00000119.jpg,1,person,341.7,249.45,449.03,442.65
person-3,00000120.jpg,1,person,341.35,247.93,449.12,439.43
person-3,00000121.jpg,1,person,340.54,248.61,450.69,442.8
person-3,00000122.jpg,1,person,338.99,250.97,448.68,443.94
person-3,00000123.jpg,1,person,339.38,249.68,451.6,439.29
person-3,00000124.jpg,1,person,338.14,248.52,453.66,438.73
person-3,00000125.jpg,1,person,336.9,248.38,453.47,438.82
person-3,00000126.jpg,1,person,335.79,248.53,453.13,437.42
person-3,00000127.jpg,1,person,336.51,250.99,452.42,440.9
person-3,00000128.jpg,1,person,339.28,248.91,452.8,439.07
person-3,00000129.jpg,1,person,338.79,248.83,453.47,439.73
person-3,00000130.jpg,1,person,339.07,249.18,453.1,439.11
person-3,00000131.jpg,1,person,337.18,249.15,453.28,440.21
person-3,00000132.jpg,1,person,337.54,249.77,453.37,439.14
person-3,00000133.jpg,1,person,342.53,248.4,454.23,439.41
person-3,00000134.jpg,1,person,343.02,249.22,455.7,440.69
person-3,00000135.jpg,1,person,341.5,252.4,454.26,442.05
person-3,00000136.jpg,1,person,342.64,250.8,454.86,440.1
person-3,00000137.jpg,1,person,343.55,249.32,456.08,439.0
person-3,00000138.jpg,1,person,343.95,251.0,455.53,440.32
person-3,00000139.jpg,1,person,344.56,249.31,454.82,438.58
person-3,00000140.jpg,1,person,345.67,250.3,456.66,440.25
person-3,00000141.jpg,1,person,345.43,250.94,455.65,440.23
person-3,00000142.jpg,1,person,347.62,249.48,458.14,438.27
person-3,00000143.jpg,1,person,353.07,248.33,462.98,438.11
person-3,00000144.jpg,1,person,356.26,247.98,466.16,438.42
person-3,00000145.jpg,1,person,347.03,252.59,462.35,448.59
person-3,00000146.jpg,1,person,333.19,283.0,447.34,477.57
person-3,00000147.jpg,1,person,316.66,355.04,426.88,564.59
person-3,00000148.jpg,1,person,319.95,385.03,431.65,578.32
person-3,00000149.jpg,1,person,321.53,368.24,431.92,563.26
person-3,00000150.jpg,1,person,312.64,346.76,427.19,537.51
person-3,00000151.jpg,1,person,319.66,345.67,431.6,536.84
person-3,00000152.jpg,1,person,324.53,341.64,438.43,531.02
person-3,00000153.jpg,1,person,330.1,327.42,447.35,515.54
person-3,00000154.jpg,1,person,341.19,319.5,455.76,507.27
person-3,00000155.jpg,1,person,350.81,309.55,466.52,498.89
person-3,00000156.jpg,1,person,364.96,295.84,482.2,484.5
person-3,00000157.jpg,1,person,377.6,284.81,490.75,473.48
person-3,00000158.jpg,1,person,380.68,281.33,495.8,470.3
person-3,00000159.jpg,1,person,378.38,278.76,495.88,467.37
person-3,00000160.jpg,1,person,379.51,277.56,495.46,467.47
person-3,00000161.jpg,1,person,376.8,278.31,494.75,467.32
person-3,00000162.jpg,1,person,380.9,277.36,494.89,466.82
person-3,00000163.jpg,1,person,378.6,278.77,493.85,466.95
person-3,00000164.jpg,1,person,379.34,280.36,492.98,469.71
person-3,00000165.jpg,1,person,381.41,277.3,495.87,466.62
person-3,00000166.jpg,1,person,382.91,275.76,496.88,465.2
person-3,00000167.jpg,1,person,384.62,276.68,497.9,466.2
person-3,00000168.jpg,1,person,394.24,276.73,511.64,466.08
person-3,00000169.jpg,1,person,438.48,274.78,551.49,461.83
person-3,00000170.jpg,1,person,450.04,273.38,561.54,459.3
person-3,00000171.jpg,1,person,460.84,273.35,575.24,462.03
person-3,00000172.jpg,1,person,461.05,270.82,577.82,460.85
person-3,00000173.jpg,1,person,458.33,276.74,578.17,466.44
person-3,00000174.jpg,1,person,448.37,278.46,567.69,464.66
person-3,00000175.jpg,1,person,434.05,276.31,553.46,464.19
person-3,00000176.jpg,1,person,424.13,273.64,540.93,460.16
person-3,00000177.jpg,1,person,423.21,274.45,540.46,462.85
person-3,00000178.jpg,1,person,415.71,273.34,537.36,457.19
person-3,00000179.jpg,1,person,393.19,275.13,515.24,462.08
person-3,00000180.jpg,1,person,363.18,280.14,488.34,468.35
person-3,00000181.jpg,1,person,323.43,283.6,450.51,473.55
person-3,00000182.jpg,1,person,297.24,284.12,419.16,471.38
person-3,00000183.jpg,1,person,276.92,286.34,395.6,473.64
person-3,00000184.jpg,1,person,259.82,287.82,375.79,476.32
person-3,00000185.jpg,1,person,245.11,285.62,360.53,474.72
person-3,00000186.jpg,1,person,241.17,288.64,356.05,479.73
person-3,00000187.jpg,1,person,239.19,292.36,351.54,481.14
person-3,00000188.jpg,1,person,238.89,290.72,349.31,478.01
person-3,00000189.jpg,1,person,230.02,289.85,343.61,478.87
person-3,00000190.jpg,1,person,219.53,291.97,335.46,480.67
person-3,00000191.jpg,1,person,210.75,292.52,326.19,481.3
person-3,00000192.jpg,1,person,211.37,292.37,322.76,481.36
person-3,00000193.jpg,1,person,208.7,293.27,321.57,482.74
person-3,00000194.jpg,1,person,208.05,292.05,319.15,481.25
person-3,00000195.jpg,1,person,205.41,292.05,317.33,481.85
person-3,00000196.jpg,1,person,202.28,292.82,314.23,481.07
person-3,00000197.jpg,1,person,195.54,292.88,308.71,480.34
person-3,00000198.jpg,1,person,194.11,291.64,307.05,480.86
person-3,00000199.jpg,1,person,194.14,291.28,307.63,480.86
person-3,00000200.jpg,1,person,193.19,290.55,305.14,480.22
person-3,00000201.jpg,1,person,191.59,289.84,304.02,480.37
person-3,00000202.jpg,1,person,190.0,291.0,307.0,483.0
person-3,00000203.jpg,1,person,189.05,292.66,303.61,481.24
person-3,00000204.jpg,1,person,187.47,294.55,301.01,481.73
person-3,00000205.jpg,1,person,187.94,294.01,299.86,481.59
person-3,00000206.jpg,1,person,188.25,293.58,299.35,481.11
person-3,00000207.jpg,1,person,187.21,293.58,299.34,480.28
person-3,00000208.jpg,1,person,186.53,292.77,298.55,479.34
person-3,00000209.jpg,1,person,181.0,292.2,295.33,479.05
person-3,00000210.jpg,1,person,180.04,293.64,293.25,480.41
person-3,00000211.jpg,1,person,179.04,293.44,291.49,480.31
person-3,00000212.jpg,1,person,177.87,292.84,290.42,480.4
person-3,00000213.jpg,1,person,176.25,294.45,289.23,482.3
person-3,00000214.jpg,1,person,175.04,296.32,288.21,483.05
person-3,00000215.jpg,1,person,174.8,295.61,287.54,481.64
person-3,00000216.jpg,1,person,175.71,294.76,288.1,481.46
person-3,00000217.jpg,1,person,176.3,294.89,288.28,481.29
person-3,00000218.jpg,1,person,175.21,294.56,287.78,481.89
person-3,00000219.jpg,1,person,174.83,295.72,287.75,482.13
person-3,00000220.jpg,1,person,174.22,295.45,287.54,481.87
person-3,00000221.jpg,1,person,174.26,294.69,287.55,479.89
person-3,00000222.jpg,1,person,176.25,294.34,288.67,481.26
person-3,00000223.jpg,1,person,175.5,294.9,288.55,481.81
person-3,00000224.jpg,1,person,176.24,294.22,288.56,481.5
person-3,00000225.jpg,1,person,177.08,294.37,289.3,481.98
person-3,00000226.jpg,1,person,177.66,293.72,289.98,480.9
person-3,00000227.jpg,1,person,178.12,292.0,290.14,479.1
person-3,00000228.jpg,1,person,178.83,291.45,290.59,478.75
person-3,00000229.jpg,1,person,180.29,290.68,291.59,477.07
person-3,00000230.jpg,1,person,181.98,288.44,294.75,474.67
person-3,00000231.jpg,1,person,185.54,285.98,298.9,474.29
person-3,00000232.jpg,1,person,187.54,286.84,299.66,474.99
person-3,00000233.jpg,1,person,188.27,287.85,298.96,476.03
person-3,00000234.jpg,1,person,187.99,288.26,298.55,476.93
person-3,00000235.jpg,1,person,187.62,288.87,298.04,476.76
person-3,00000236.jpg,1,person,188.11,290.15,298.63,476.91
person-3,00000237.jpg,1,person,186.49,289.58,297.15,477.33
person-3,00000238.jpg,1,person,187.34,290.7,297.43,478.56
person-3,00000239.jpg,1,person,187.23,289.97,296.59,477.44
person-3,00000240.jpg,1,person,186.93,290.62,296.24,478.77
person-3,00000241.jpg,1,person,187.09,291.99,296.55,478.99
person-3,00000242.jpg,1,person,187.19,291.69,297.38,479.14
person-3,00000243.jpg,1,person,186.92,292.25,296.87,480.1
person-3,00000244.jpg,1,person,185.55,294.28,295.6,480.8
person-3,00000245.jpg,1,person,185.54,293.71,295.9,480.41
person-3,00000246.jpg,1,person,182.98,292.87,297.96,479.65
person-3,00000247.jpg,1,person,186.3,288.65,305.31,481.81
person-3,00000248.jpg,1,person,190.81,288.84,309.97,482.57
person-3,00000249.jpg,1,person,194.86,286.71,317.92,478.88
person-3,00000250.jpg,1,person,199.39,287.32,321.92,480.47
person-3,00000251.jpg,1,person,221.27,285.58,333.55,476.44
person-3,00000252.jpg,1,person,249.57,288.1,338.42,469.72
person-3,00000253.jpg,1,person,251.93,288.26,343.57,470.54
person-3,00000254.jpg,1,person,254.64,291.1,355.3,476.74
person-3,00000255.jpg,1,person,260.1,291.48,371.86,480.86
person-3,00000256.jpg,1,person,272.82,289.11,382.63,483.1
person-3,00000257.jpg,1,person,282.26,288.98,386.41,480.33
person-3,00000258.jpg,1,person,297.6,285.36,395.89,471.6
person-3,00000259.jpg,1,person,317.7,285.94,401.81,461.31
person-3,00000260.jpg,1,person,333.55,284.38,409.24,459.14
person-3,00000261.jpg,1,person,349.23,284.99,421.9,455.95
person-3,00000262.jpg,1,person,343.71,283.42,430.2,458.19
person-3,00000263.jpg,1,person,346.1,279.29,445.84,459.44
person-3,00000264.jpg,1,person,356.85,278.28,457.76,459.26
person-3,00000265.jpg,1,person,366.85,293.27,462.5,461.14
person-3,00000266.jpg,1,person,389.61,278.34,479.62,458.67
person-3,00000267.jpg,1,person,411.12,276.41,488.42,454.28
person-3,00000268.jpg,1,person,428.22,276.46,498.22,442.39
person-3,00000269.jpg,1,person,417.32,276.67,508.48,445.54
person-3,00000270.jpg,1,person,435.52,274.24,520.62,451.79
person-3,00000271.jpg,1,person,445.84,271.14,528.32,450.58
person-3,00000272.jpg,1,person,447.2,272.89,536.66,450.54
person-3,00000273.jpg,1,person,465.95,269.43,544.48,434.55
person-3,00000274.jpg,1,person,477.33,271.11,549.19,433.21
person-3,00000275.jpg,1,person,500.5,267.51,556.33,434.38
person-3,00000276.jpg,1,person,508.72,267.64,561.43,433.04
person-3,00000277.jpg,1,person,514.33,268.36,570.71,433.02
person-3,00000278.jpg,1,person,511.15,264.13,580.28,430.65
person-3,00000279.jpg,1,person,513.5,262.69,590.19,430.67
person-3,00000280.jpg,1,person,519.96,259.13,597.44,423.94
person-3,00000281.jpg,1,person,530.25,258.85,603.11,408.44
person-3,00000282.jpg,1,person,546.99,261.46,604.61,409.74
person-3,00000283.jpg,1,person,550.34,262.95,609.73,420.14
person-3,00000284.jpg,1,person,550.37,261.83,609.96,412.13
