seq_label,img_name,confidence,class,x_min,y_min,x_max,y_max
person-19,00000001.jpg,1,person,161.0,50.0,202.0,199.0
person-19,00000002.jpg,1,person,158.48,48.45,201.69,195.78
person-19,00000003.jpg,1,person,158.43,47.98,202.23,195.68
person-19,00000004.jpg,1,person,158.6,48.26,202.43,196.27
person-19,00000005.jpg,1,person,158.9,47.65,202.08,196.43
person-19,00000006.jpg,1,person,159.28,47.26,203.14,195.98
person-19,00000007.jpg,1,person,159.47,48.08,202.64,195.49
person-19,00000008.jpg,1,person,159.41,48.36,202.46,195.63
person-19,00000009.jpg,1,person,160.2,48.28,203.11,195.72
person-19,00000010.jpg,1,person,160.07,48.46,203.01,195.76
person-19,00000011.jpg,1,person,159.63,47.81,202.22,195.56
person-19,00000012.jpg,1,person,160.06,47.69,203.01,195.49
person-19,00000013.jpg,1,person,159.8,47.73,202.77,195.52
person-19,00000014.jpg,1,person,159.55,47.77,202.51,195.56
person-19,00000015.jpg,1,person,159.14,48.13,202.52,195.42
person-19,00000016.jpg,1,person,159.61,48.0,203.39,195.55
person-19,00000017.jpg,1,person,159.57,48.4,203.28,195.58
person-19,00000018.jpg,1,person,159.94,48.19,203.38,195.69
person-19,00000019.jpg,1,person,159.53,48.25,202.41,195.59
person-19,00000020.jpg,1,person,159.83,47.95,202.62,195.28
person-19,00000021.jpg,1,person,159.94,47.44,203.02,194.84
person-19,00000022.jpg,1,person,159.48,47.82,202.94,195.15
person-19,00000023.jpg,1,person,159.54,48.19,203.23,196.4
person-19,00000024.jpg,1,person,159.7,48.27,202.83,196.5
person-19,00000025.jpg,1,person,159.19,47.9,202.55,195.84
person-19,00000026.jpg,1,person,159.31,47.96,203.29,196.22
person-19,00000027.jpg,1,person,158.83,48.04,203.15,197.13
person-19,00000028.jpg,1,person,159.13,48.03,203.7,196.99
person-19,00000029.jpg,1,person,158.58,48.51,202.58,197.35
person-19,00000030.jpg,1,person,157.79,48.34,202.73,197.13
person-19,00000031.jpg,1,person,157.66,48.35,202.82,198.03
person-19,00000032.jpg,1,person,157.98,47.92,203.36,197.2
person-19,00000033.jpg,1,person,157.6,47.64,203.63,198.08
person-19,00000034.jpg,1,person,157.91,47.64,203.31,197.85
person-19,00000035.jpg,1,person,156.55,47.04,203.57,198.05
person-19,00000036.jpg,1,person,157.48,46.64,203.29,197.2
person-19,00000037.jpg,1,person,157.35,46.81,203.64,198.38
person-19,00000038.jpg,1,person,157.54,46.38,204.12,197.23
person-19,00000039.jpg,1,person,157.72,46.49,204.4,198.24
person-19,00000040.jpg,1,person,155.12,46.74,204.2,197.4
person-19,00000041.jpg,1,person,155.76,46.48,204.59,197.86
person-19,00000042.jpg,1,person,155.87,45.76,205.12,196.95
person-19,00000043.jpg,1,person,157.23,45.31,205.46,197.24
person-19,00000044.jpg,1,person,156.38,45.71,206.44,197.7
person-19,00000045.jpg,1,person,157.02,45.36,205.62,196.11
person-19,00000046.jpg,1,person,155.63,46.79,205.05,197.62
person-19,00000047.jpg,1,person,155.95,46.18,203.71,195.79
person-19,00000048.jpg,1,person,156.54,46.97,204.3,197.85
person-19,00000049.jpg,1,person,155.63,46.11,203.93,196.2
person-19,00000050.jpg,1,person,157.76,45.68,203.63,196.7
person-19,00000051.jpg,1,person,156.49,45.84,203.47,197.05
person-19,00000052.jpg,1,person,157.31,46.1,203.91,197.3
person-19,00000053.jpg,1,person,155.93,45.32,203.52,195.48
person-19,00000054.jpg,1,person,157.4,45.4,204.14,196.91
person-19,00000055.jpg,1,person,158.37,45.39,205.03,195.71
person-19,00000056.jpg,1,person,156.91,45.87,204.02,195.82
person-19,00000057.jpg,1,person,158.54,46.85,205.51,196.13
person-19,00000058.jpg,1,person,157.17,47.31,203.86,196.36
person-19,00000059.jpg,1,person,157.72,46.57,204.24,195.8
person-19,00000060.jpg,1,person,158.05,46.91,204.97,196.33
person-19,00000061.jpg,1,person,157.65,46.9,205.03,196.68
