seq_label,img_name,confidence,class,x_min,y_min,x_max,y_max
person-2,00000001.jpg,1,person,573.0,336.0,620.0,515.0
person-2,00000002.jpg,1,person,573.27,334.54,617.37,513.49
person-2,00000003.jpg,1,person,573.44,335.38,618.43,513.05
person-2,00000004.jpg,1,person,573.24,335.37,618.76,512.51
person-2,00000005.jpg,1,person,573.36,335.03,619.77,512.49
person-2,00000006.jpg,1,person,573.2,333.85,617.39,512.73
person-2,00000007.jpg,1,person,573.3,335.09,617.78,512.49
person-2,00000008.jpg,1,person,573.18,334.13,616.54,512.35
person-2,00000009.jpg,1,person,573.22,334.92,617.62,513.12
person-2,00000010.jpg,1,person,573.57,334.36,618.97,512.83
person-2,00000011.jpg,1,person,574.1,333.88,618.31,512.86
person-2,00000012.jpg,1,person,573.27,334.62,617.5,512.67
person-2,00000013.jpg,1,person,573.59,334.05,621.03,512.5
person-2,00000014.jpg,1,person,574.15,334.58,618.85,512.86
person-2,00000015.jpg,1,person,574.54,335.97,620.76,513.12
person-2,00000016.jpg,1,person,574.55,333.46,619.2,513.16
person-2,00000017.jpg,1,person,574.22,335.58,618.55,512.99
person-2,00000018.jpg,1,person,574.41,335.7,618.96,513.42
person-2,00000019.jpg,1,person,574.48,333.8,619.84,513.01
person-2,00000020.jpg,1,person,574.41,335.27,618.71,513.39
person-2,00000021.jpg,1,person,574.62,333.54,621.51,512.79
person-2,00000022.jpg,1,person,574.7,332.81,617.13,512.32
person-2,00000023.jpg,1,person,574.78,333.83,618.38,512.82
person-2,00000024.jpg,1,person,574.43,335.16,618.05,513.21
person-2,00000025.jpg,1,person,575.52,334.89,619.77,513.76
person-2,00000026.jpg,1,person,575.46,334.61,619.62,512.67
person-2,00000027.jpg,1,person,575.48,335.43,619.23,513.15
person-2,00000028.jpg,1,person,575.87,333.13,619.8,512.23
person-2,00000029.jpg,1,person,575.72,335.03,619.09,512.4
person-2,00000030.jpg,1,person,576.65,333.93,619.98,512.39
person-2,00000031.jpg,1,person,576.94,335.84,619.94,512.43
person-2,00000032.jpg,1,person,577.37,335.2,621.05,511.85
person-2,00000033.jpg,1,person,576.77,335.56,621.15,511.65
person-2,00000034.jpg,1,person,578.11,335.37,623.03,512.24
person-2,00000035.jpg,1,person,577.62,334.91,622.68,511.56
person-2,00000036.jpg,1,person,578.6,335.21,623.57,511.93
person-2,00000037.jpg,1,person,579.0,334.14,624.1,511.8
person-2,00000038.jpg,1,person,579.15,334.61,624.1,511.94
person-2,00000039.jpg,1,person,580.18,334.56,625.75,511.54
person-2,00000040.jpg,1,person,580.65,334.32,626.93,511.11
person-2,00000041.jpg,1,person,581.57,334.33,629.42,511.61
