seq_label,img_name,confidence,class,x_min,y_min,x_max,y_max
person-20,00000001.jpg,1,person,160.0,463.0,230.0,631.0
person-20,00000002.jpg,1,person,152.65,463.84,228.39,628.68
person-20,00000003.jpg,1,person,153.45,463.43,229.74,629.06
person-20,00000004.jpg,1,person,153.59,464.51,225.9,629.24
person-20,00000005.jpg,1,person,155.65,465.04,226.05,629.27
person-20,00000006.jpg,1,person,159.06,464.81,226.7,628.9
person-20,00000007.jpg,1,person,163.91,464.68,231.19,628.6
person-20,00000008.jpg,1,person,168.53,464.49,233.63,629.04
person-20,00000009.jpg,1,person,168.9,463.86,235.73,628.83
person-20,00000010.jpg,1,person,171.22,463.55,241.51,628.8
person-20,00000011.jpg,1,person,175.36,463.44,237.4,628.82
person-20,00000012.jpg,1,person,178.88,462.64,237.45,629.66
person-20,00000013.jpg,1,person,182.45,462.55,245.79,629.76
person-20,00000014.jpg,1,person,186.06,462.98,255.19,629.81
person-20,00000015.jpg,1,person,187.06,462.37,260.78,628.83
person-20,00000016.jpg,1,person,191.23,461.41,265.11,627.97
person-20,00000017.jpg,1,person,194.99,460.94,268.69,628.3
person-20,00000018.jpg,1,person,199.83,460.63,273.49,628.52
person-20,00000019.jpg,1,person,204.47,460.18,276.45,626.95
person-20,00000020.jpg,1,person,210.16,459.96,282.68,626.66
person-20,00000021.jpg,1,person,210.46,459.82,283.26,626.34
person-20,00000022.jpg,1,person,215.48,458.91,287.99,625.51
person-20,00000023.jpg,1,person,221.64,457.76,294.93,623.3
person-20,00000024.jpg,1,person,227.47,457.92,303.52,619.46
person-20,00000025.jpg,1,person,235.6,457.6,309.38,602.03
person-20,00000026.jpg,1,person,244.46,455.45,319.61,591.47
person-20,00000027.jpg,1,person,244.25,454.82,317.49,592.07
person-20,00000028.jpg,1,person,252.18,454.3,324.47,591.28
person-20,00000029.jpg,1,person,259.47,455.22,331.55,596.63
person-20,00000030.jpg,1,person,267.62,455.67,336.56,594.55
person-20,00000031.jpg,1,person,274.93,455.14,343.12,595.04
person-20,00000032.jpg,1,person,282.74,453.77,349.87,585.26
person-20,00000033.jpg,1,person,282.89,453.93,351.05,579.87
person-20,00000034.jpg,1,person,290.57,453.09,356.03,580.21
person-20,00000035.jpg,1,person,296.62,452.0,362.24,579.49
person-20,00000036.jpg,1,person,303.49,451.49,369.94,579.37
person-20,00000037.jpg,1,person,308.29,450.83,377.59,581.35
person-20,00000038.jpg,1,person,313.75,451.87,380.3,586.31
person-20,00000039.jpg,1,person,314.54,451.89,381.67,587.62
person-20,00000040.jpg,1,person,319.23,450.36,388.24,586.62
person-20,00000041.jpg,1,person,324.31,449.98,393.91,589.34
person-20,00000042.jpg,1,person,328.53,448.66,400.56,585.62
person-20,00000043.jpg,1,person,332.71,451.41,405.48,588.09
person-20,00000044.jpg,1,person,336.93,448.79,414.17,583.92
person-20,00000045.jpg,1,person,336.74,450.47,410.27,586.94
person-20,00000046.jpg,1,person,340.66,448.22,419.93,582.89
person-20,00000047.jpg,1,person,343.79,446.7,426.67,580.19
person-20,00000048.jpg,1,person,346.46,450.12,421.69,611.79
person-20,00000049.jpg,1,person,348.72,451.75,420.34,613.17
person-20,00000050.jpg,1,person,351.65,453.66,419.98,613.43
person-20,00000051.jpg,1,person,351.77,454.6,420.5,614.69
person-20,00000052.jpg,1,person,355.37,455.91,419.4,614.04
person-20,00000053.jpg,1,person,358.77,457.58,420.57,613.69
person-20,00000054.jpg,1,person,358.15,457.95,421.81,614.99
person-20,00000055.jpg,1,person,355.84,456.91,422.03,614.25
person-20,00000056.jpg,1,person,354.73,451.49,422.98,607.42
person-20,00000057.jpg,1,person,354.79,452.67,423.57,610.64
person-20,00000058.jpg,1,person,353.21,449.08,425.28,609.61
person-20,00000059.jpg,1,person,351.76,443.21,421.12,605.38
